Fecha,Departamento,Municipio,DELITO,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Viernes,00:30:00,LLANO VERDE E15,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,10:00:00,PRIMAVERA E11,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,09:00:00,EL GUABAL E10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,ANALFABETA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,14:00:00,SAN BENITO E11,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,7,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,19:00:00,CIUDAD 2000 E16,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,9,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,12:00:00,SAN JUDAS TADEO I E10,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,11:49:00,CHAMPAGNAT E19,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.001.000,1
04/05/2019 00:00,VALLE,CALI (CT),ARTÍCULO 210 A. ACOSO SEXUAL,Viernes,10:00:00,VILLA BLANCA E13,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76.001.000,1
04/05/2019 00:00,VALLE,DAGUA,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Viernes,00:00:00,La Gran Colombia,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,76.233.000,1
04/05/2019 00:00,VALLE,GUADALAJARA DE BUGA,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,00:00:00,DIVINO NIÑO,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.111.000,1
04/05/2019 00:00,VALLE,GUADALAJARA DE BUGA,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,00:00:00,DIVINO NIÑO,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.111.000,1
04/05/2019 00:00,VALLE,JAMUNDÍ,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,Viernes,20:00:00,CGTO TIMBA (24-S-01),RURAL,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,3,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,ANALFABETA,76.364.000,1
04/05/2019 00:00,VALLE,JAMUNDÍ,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,00:10:00,PORTAL DE JAMUNDI E24,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.364.000,1
04/05/2019 00:00,VALLE,JAMUNDÍ,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,00:10:00,PORTAL DE JAMUNDI E24,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.364.000,1
04/05/2019 00:00,VALLE,LA CUMBRE,ARTÍCULO 210 A. ACOSO SEXUAL,Viernes,20:00:00,VILLANUEVA E12,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,76.377.000,1
04/05/2019 00:00,VALLE,SEVILLA,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Viernes,14:35:00,SAN LUIS,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,76.736.000,1
04/05/2019 00:00,VALLE,TULUÁ,ARTÍCULO 210 A. ACOSO SEXUAL,Viernes,00:00:00,El Principe,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,37,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,76.834.000,1
04/06/2019 00:00,ANTIOQUIA,APARTADÓ,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,21:00:00,VILLA DEL RIO CASAS BLANCAS,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.045.000,1
04/06/2019 00:00,ANTIOQUIA,BELLO,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,00:00:00,EL CAIRO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.088.000,1
04/06/2019 00:00,ANTIOQUIA,BELLO,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,16:15:00,SANTA RITA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,4,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADA,ANALFABETA,5.088.000,1
04/06/2019 00:00,ANTIOQUIA,ITAGUI,ARTÍCULO 210 A. ACOSO SEXUAL,Sábado,22:00:00,ZONA INDUSTRIAL #1,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,50,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,PRIMARIA,5.360.000,1
04/06/2019 00:00,ANTIOQUIA,MEDELLÍN (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,00:00:00,PARQUE NORTE C-4,URBANA,OTRO,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.001.000,1
04/06/2019 00:00,ANTIOQUIA,MEDELLÍN (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,05:00:00,CARIBE C-5,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.001.000,1
04/06/2019 00:00,ANTIOQUIA,MEDELLÍN (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,00:10:00,EL SALADO C-13,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,20,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.001.000,1
04/06/2019 00:00,ANTIOQUIA,MEDELLÍN (CT),ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,00:00:00,BLANQUIZAL C-13,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,40,FEMENINO,UNION LIBRE,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.001.000,1
04/06/2019 00:00,ANTIOQUIA,MUTATÁ,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,09:00:00,LA PAZ,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,10,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5.480.000,1
04/06/2019 00:00,ANTIOQUIA,YONDÓ,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,20:30:00,CANTA RANA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5.893.000,1
04/06/2019 00:00,ARAUCA,ARAUCA (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,00:00:00,VEREDA LA COMUNIDAD,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,24,FEMENINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,81.001.000,1
04/06/2019 00:00,ATLÁNTICO,BARRANQUILLA (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,10:08:00,SAN LUIS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,8.001.000,1
04/06/2019 00:00,BOYACÁ,DUITAMA,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,00:00:00,BRR.VATICANO,URBANA,EDIFICIO,CONTUNDENTES,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,15.238.000,1
04/06/2019 00:00,BOYACÁ,DUITAMA,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,16:30:00,LOS LAURELES,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,15.238.000,1
04/06/2019 00:00,BOYACÁ,SAMACÁ,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,23:54:00,VDA. EL QUITE,URBANA,ESTABLECIMIENTO DE SALUD,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,15.646.000,1
04/06/2019 00:00,CALDAS,CHINCHINÁ,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,Sábado,15:13:00,SECTOR EL TUNEL,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,17.174.000,1
04/06/2019 00:00,CALDAS,LA DORADA,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,00:00:00,LAS FERIAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,17.380.000,1
04/06/2019 00:00,CASANARE,SABANALARGA,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,18:30:00,NUEVA ZELANDIA LA BASTILLA,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,4,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,ANALFABETA,85.300.000,1
04/06/2019 00:00,CAUCA,ROSAS,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,17:30:00,CASERIO PARRAGA,RURAL,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADA,NO REPORTADO,19.622.000,1
04/06/2019 00:00,CESAR,BOSCONIA,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,06:00:00,INV. NUEVA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,20.060.000,1
04/06/2019 00:00,CESAR,SAN ALBERTO,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,00:00:00,AREVALO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,20.710.000,1
04/06/2019 00:00,CHOCÓ,QUIBDÓ (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,00:00:00,KENNEDY,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,27.001.000,1
04/06/2019 00:00,CHOCÓ,QUIBDÓ (CT),ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,Sábado,15:30:00,NICOLAS MEDRANO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27.001.000,1
04/06/2019 00:00,CÓRDOBA,LORICA,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,12:00:00,EL EDEN,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,23.417.000,1
04/06/2019 00:00,CÓRDOBA,MOÑITOS,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,00:00:00,VEREDA RIO CEDRO,RURAL,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,23.500.000,1
04/06/2019 00:00,CÓRDOBA,MOÑITOS,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,00:00:00,CGTO BROQUELES,RURAL,OTRO,CONTUNDENTES,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,23.500.000,1
04/06/2019 00:00,CÓRDOBA,MONTERÍA (CT),ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,00:00:00,MOGAMBO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,23.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,23:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,07:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,22,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,00:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,10:00:00,BELLA SUIZA E-1,URBANA,IGLESIA,NO REPORTADO,A PIE,A PIE,7,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,00:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,7,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,00:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,8,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,10:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,9,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,08:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,7,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,23:45:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,11,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 210 A. ACOSO SEXUAL,Sábado,15:15:00,FISCALA ALTA E-5,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,Sábado,20:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,16,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARTÍCULO 218. PORNOGRAFÍA CON MENORES,Sábado,02:30:00,VILLA MAGDALA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,31,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,ESPECIALIZACION EN TRABAJO SOCIAL FAMILIAR,SUPERIOR,11.001.000,1
04/06/2019 00:00,CUNDINAMARCA,FACATATIVÁ,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,00:00:00,LLANO POPULAR,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,10,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25.269.000,1
04/06/2019 00:00,CUNDINAMARCA,FACATATIVÁ,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,16:00:00,LLANO POPULAR,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,14,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25.269.000,1
04/06/2019 00:00,CUNDINAMARCA,GIRARDOT,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,20:30:00,VER.BARZALOZA,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25.307.000,1
04/06/2019 00:00,CUNDINAMARCA,SOACHA,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,00:00:00,JUAN PABLO I,URBANA,OTRO,NO REPORTADO,A PIE,A PIE,1,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25.754.000,1
04/06/2019 00:00,CUNDINAMARCA,SOACHA,ARTÍCULO 210 A. ACOSO SEXUAL,Sábado,06:31:00,SAN MATEO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,CONTADURIA,SUPERIOR,25.754.000,1
04/06/2019 00:00,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,00:00:00,SAN FRANCISCO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,25.843.000,1
04/06/2019 00:00,GUAINÍA,INÍRIDA (CT),ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,Sábado,09:00:00,COMUNIDAD EL COCO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,94.001.000,1
04/06/2019 00:00,GUAINÍA,INÍRIDA (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,19:30:00,VEREDA SAN FELIPE,RURAL,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,94.001.000,1
04/06/2019 00:00,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,17:30:00,BARRIO SUEÑOS DE PROSPERIDAD,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,95.001.000,1
04/06/2019 00:00,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,Sábado,05:30:00,BARRIO LA GRANJA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,95.001.000,1
04/06/2019 00:00,HUILA,GARZÓN,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,23:30:00,VEREDA LA JAGUA,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,41.298.000,1
04/06/2019 00:00,HUILA,GARZÓN,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,Sábado,22:00:00,CENTRO,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",CONTUNDENTES,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,41.298.000,1
04/06/2019 00:00,HUILA,NEIVA (CT),ARTÍCULO 205. ACCESO CARNAL VIOLENTO,Sábado,00:00:00,LAS PALMAS ETAPA I,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,41.001.000,1
04/06/2019 00:00,MAGDALENA,NUEVA GRANADA,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,Sábado,16:20:00,EL RODEO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,11,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,47.460.000,1
04/06/2019 00:00,MAGDALENA,SANTA MARTA (CT),ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,18:00:00,YUCAL 1-2,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,47.001.000,1
04/06/2019 00:00,MAGDALENA,SANTA MARTA (CT),ARTÍCULO 206. ACTO SEXUAL VIOLENTO,Sábado,17:40:00,BUENOS AIRES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,47.001.000,1
